,mes_ano_text,money
0,Mar 2024,7050.2
1,Apr 2024,6720.56
2,May 2024,9063.42
3,Jun 2024,7758.76
4,Jul 2024,6915.9400000000005
5,Aug 2024,7613.84
6,Sep 2024,9988.64
7,Oct 2024,13891.16
8,Nov 2024,8590.539999999999
9,Dec 2024,8237.74
10,Jan 2025,6398.86
11,Feb 2025,13215.48
